current_path	proposed_path	disposition	confidence	routing_rule	rationale
Resume/PDF Versions/Leo Goldberg Resume 10.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 10.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 11.5.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 11.5.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 11.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 11.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 12.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 12.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 15.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 15.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 16 - Pre Internship.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 16 - Pre Internship.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 4.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 4.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 5.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 5.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 7.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 7.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/Leo Goldberg Resume 8.pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume 8.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Renamed Versions for Submissions/Leo Goldberg Resume Pre-BNP.pdf	career-core/resumes/legacy-version-library/Renamed Versions for Submissions/Leo Goldberg Resume Pre-BNP.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Renamed Versions for Submissions/Leo Goldberg Resume.pdf	career-core/resumes/legacy-version-library/Renamed Versions for Submissions/Leo Goldberg Resume.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 10.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 10.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 11.5.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 11.5.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 11.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 11.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 12.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 12.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 13.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 13.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 14.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 14.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 15.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 15.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 16.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 16.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 17.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 17.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 18.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 18.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 19.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 19.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 4.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 4.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 5.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 5.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 6.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 6.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 7.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 7.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 8 - draft.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 8 - draft.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo Goldberg Resume 9.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo Goldberg Resume 9.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/Leo_Goldberg_Resume 3.docx	career-core/resumes/legacy-version-library/Word Docx Versions/Leo_Goldberg_Resume 3.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/Word Docx Versions/~$o Goldberg Resume 19.docx	legacy-unclassified/system-metadata/Resume/Word Docx Versions/~$o Goldberg Resume 19.docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
birkman id number.png	education-and-leadership/coursework/BADM 301/private/birkman id number.png	proposed-move	high	birkman id number.png	Screenshot records completion of the course-required Birkman questionnaire and exposes a private ID; keep access limited.
download.jpg	career-core/profile-assets/school/download.jpg	proposed-move	medium	download.jpg	Image shows the Darla Moore School building; generic filename should be preserved during the first move.
leo - Personal - Shortcut.lnk	legacy-unclassified/system-metadata/leo - Personal - Shortcut.lnk	metadata-quarantine	high	leo - Personal - Shortcut.lnk	Windows shortcut points to a personal OneDrive directory and is not primary career evidence.
